ID,BUSINESS_UNIT,ASSET,LATITUDE,LONGITUDE,DTM,FACILITY_ID,ENBASE_ASSET_ID,MISSION_NUM,ANOMALY_TYPE,ANOMALY_DESC
691,Eagle Ford,Hawkville,28.35347091,-98.55430053,2020-02-17 12:01:43.000,10085878,Asset-Well-13410634,39,1,Thief Hatch Open
692,Eagle Ford,Hawkville,28.36023949,-98.54983243,2020-02-17 12:34:24.000,10085418,Asset-Well-13423068,39,1,Thief Hatch Open
693,LaHa,LaHa,32.25199906,-93.50574733,2020-02-21 14:51:33.000,10085567,Asset-Well-13018622,38,1,Thief Hatch Open
694,LaHa,LaHa,32.23643447,-93.50646379,2020-02-21 15:18:50.000,10085590,Asset-Well-13172791,38,1,Thief Hatch Open
695,Eagle Ford,Hawkville,28.32058196,-98.65778004,2020-02-21 18:07:49.000,10085373,Asset-Well-13913669,39,1,Thief Hatch Open
696,LaHa,LaHa,32.20919641,-93.49342593,2020-02-24 10:10:34.000,10085592,Asset-Well-11534823,38,1,Thief Hatch Open
698,Eagle Ford,Hawkville,28.27747521,-99.03687356,2020-02-25 10:14:45.000,10086031,Asset-Well-13175335,39,1,Thief Hatch Open
697,LaHa,LaHa,31.83128318,-93.73565851,2020-02-25 12:03:31.000,10085407,Asset-Well-13389867,38,1,Thief Hatch Open
700,Eagle Ford,Hawkville,28.305341,-98.9229559,2020-02-26 11:48:45.000,10085493,Asset-Well-13169826,39,1,Thief Hatch Open
699,LaHa,LaHa,31.99175877,-93.39912486,2020-02-26 16:21:17.000,10085668,Asset-Well-13366999,38,1,Thief Hatch Open
701,Eagle Ford,Hawkville,28.31959644,-98.98224622,2020-02-26 16:49:07.000,10085506,Asset-Well-12924877,39,1,Thief Hatch Open
702,Eagle Ford,Hawkville,28.28788301,-98.97962227,2020-02-27 13:40:01.000,10086062,Asset-Well-13321830,39,1,Thief Hatch Open
703,Eagle Ford,Hawkville,28.27539089,-98.97040208,2020-02-27 14:09:46.000,10086054,Asset-Well-12954619,39,1,Thief Hatch Open
704,Eagle Ford,Hawkville,28.27884521,-99.00056151,2020-02-27 16:36:52.000,10086057,Asset-Well-13351089,39,1,Thief Hatch Open
708,LaHa,LaHa,32.3799352,-93.55218994,2020-02-28 08:11:36.000,10085757,Asset-Well-13107626,38,1,Thief Hatch Open
705,Eagle Ford,Hawkville,28.2433576,-99.14835749,2020-02-28 09:35:45.000,10085942,Asset-Well-13859758,39,1,Thief Hatch Open
709,LaHa,LaHa,32.33895596,-93.53983745,2020-02-28 10:10:38.000,10085928,Asset-Well-13196611,38,1,Thief Hatch Open
706,Eagle Ford,Hawkville,28.20865251,-99.18803552,2020-02-28 14:59:29.000,10085573,Asset-Well-13761486,39,1,Thief Hatch Open
707,Eagle Ford,Hawkville,28.22474379,-99.16459972,2020-02-28 15:32:21.000,10085838,Asset-Well-13192501,39,1,Thief Hatch Open
711,LaHa,LaHa,32.37995891,-93.52547805,2020-02-29 11:23:36.000,10085607,Asset-Well-13223259,38,1,Thief Hatch Open
712,LaHa,LaHa,32.34378797,-93.51546967,2020-02-29 12:51:47.000,10085370,Asset-Well-14330428,38,1,Thief Hatch Open
710,LaHa,LaHa,32.38152479,-93.36153506,2020-03-01 12:14:01.000,10085458,Asset-Well-13948371,38,1,Thief Hatch Open
713,Permian,Permian,31.69352313,-103.8717946,2020-03-17 09:36:39.000,10085767,Asset-Well-14245668,40,1,Thief Hatch Open
714,Permian,Permian,31.76766317,-103.8218549,2020-03-17 16:08:25.000,10085761,Asset-Well-13973427,40,1,Thief Hatch Open
715,Permian,Permian,31.82366788,-104.057809,2020-03-19 12:37:46.000,10085693,Asset-Well-13528476,40,1,Thief Hatch Open
716,Permian,Permian,31.86749841,-103.9184804,2020-03-21 11:14:01.000,10085549,Asset-Well-14335764,40,1,Thief Hatch Open
717,Permian,Permian,31.92521598,-103.8427403,2020-03-22 10:19:50.000,10086089,Asset-Well-13071658,40,1,Thief Hatch Open
718,Permian,Permian,31.78072231,-103.8525644,2020-04-14 15:02:27.000,10167456,Asset-Well-14435879,41,1,Thief Hatch Open
719,Permian,Permian,31.76774827,-103.8556376,2020-05-10 14:01:50.000,10085544,Asset-Well-13970227,42,1,Thief Hatch Open
720,Permian,Permian,31.76604155,-103.9740896,2020-05-11 17:27:21.000,10085602,Asset-Well-13960798,42,1,Thief Hatch Open
721,Permian,Permian,31.69624285,-103.9273358,2020-05-12 16:54:44.000,10085462,Asset-Well-14465118,42,1,Thief Hatch Open
722,Permian,Permian,31.66358341,-103.9815352,2020-05-12 18:55:28.000,10111756,Asset-Well-14451253,42,1,Thief Hatch Open
723,Permian,Permian,31.88284447,-103.9608913,2020-05-14 11:01:49.000,10085510,Asset-Well-13251574,42,1,Thief Hatch Open
724,Permian,Permian,31.97031589,-103.9272126,2020-05-15 13:50:31.000,10086111,Asset-Well-13353750,42,1,Thief Hatch Open
725,Permian,Permian,31.85364258,-103.9944565,2020-06-09 15:57:40.000,10085542,Asset-Well-13955902,43,1,Thief Hatch Open
726,EAST,SOHA,31.48157165,-94.25610283,2020-06-15 13:37:34.000,10084688,Asset-Well-14365559-000,44,1,Thief Hatch Open
727,EAST,SOHA,31.48011994,-94.21556669,2020-06-23 12:11:48.000,10084689,Asset-Well-14340217-000,44,1,Thief Hatch Open
728,EAST,SOHA,31.35726931,-94.433319,2020-06-23 13:41:50.000,10084521,Asset-Well-13071342-000,44,1,Thief Hatch Open
729,EAST,SOHA,31.4345996,-94.41816559,2020-06-23 14:42:46.000,10084690,Asset-Well-14326646-000,44,1,Thief Hatch Open
730,EAST,SOHA,31.49538111,-94.46041624,2020-06-23 16:42:17.000,10107129,Asset-Well-14452960-000,44,1,Thief Hatch Open
731,EAST,SOHA,31.37057123,-94.49900474,2020-06-26 11:55:36.000,10057467,Asset-Well-13387002-000,44,1,Thief Hatch Open
732,EAST,SOHA,31.40560361,-94.5861624,2020-06-27 11:15:26.000,10199841,Asset-Well-14453509-000,44,1,Thief Hatch Open
733,EAST,SOHA,31.31533736,-94.51798713,2020-06-27 12:25:39.000,10084392,Asset-Well-14354532-002,44,1,Thief Hatch Open
734,LaHa,LaHa,32.35371866,-93.63550101,2020-07-01 09:15:16.000,10085561,Asset-Well-14354492,45,1,Thief Hatch Open
735,LaHa,LaHa,32.32674172,-93.62472519,2020-07-01 11:32:27.000,10086017,Asset-Well-14351284,45,1,Thief Hatch Open
736,LaHa,LaHa,32.29698333,-93.59569859,2020-07-01 15:05:23.000,10085793,Asset-Well-13032519,45,1,Thief Hatch Open
737,LaHa,LaHa,32.22525182,-93.59712742,2020-07-02 17:20:05.000,10085746,Asset-Well-13439203,45,1,Thief Hatch Open
738,LaHa,LaHa,32.22339855,-93.59782989,2020-07-02 17:29:24.000,10085747,Asset-Well-13354334,45,1,Thief Hatch Open
739,LaHa,LaHa,32.25198289,-93.63227222,2020-07-04 10:50:28.000,10085854,Asset-Well-13910955,45,1,Thief Hatch Open
740,LaHa,LaHa,32.22463848,-93.60682432,2020-07-04 12:26:17.000,10085849,Asset-Well-14017215,45,1,Thief Hatch Open
741,LaHa,LaHa,32.25193885,-93.5054335,2020-07-06 09:36:54.000,10085567,Asset-Well-13018622,45,1,Thief Hatch Open
742,LaHa,LaHa,32.20938007,-93.50998179,2020-07-06 15:45:19.000,10085588,Asset-Well-13737004,45,1,Thief Hatch Open
743,LaHa,LaHa,32.10790232,-93.50670487,2020-07-08 14:20:19.000,10085707,Asset-Well-13315182,45,1,Thief Hatch Open
744,LaHa,LaHa,32.12243292,-93.53349055,2020-07-08 16:25:09.000,10085706,Asset-Well-13331150,45,1,Thief Hatch Open
745,Permian,Permian,31.8451716,-103.8814045,2020-07-09 16:55:34.000,10085515,Asset-Well-14290707,46,1,Thief Hatch Open
746,LaHa,LaHa,31.90236371,-93.49960874,2020-07-14 16:30:14.000,10085750,Asset-Well-12907832,45,1,Thief Hatch Open
747,LaHa,LaHa,31.80242775,-93.7215633,2020-07-15 12:26:57.000,10085403,Asset-Well-10319089,45,1,Thief Hatch Open
748,LaHa,LaHa,31.9769394,-93.48891893,2020-07-15 17:42:11.000,10085736,Asset-Well-13293876,45,1,Thief Hatch Open
752,Eagle Ford,Hawkville,28.36569677,-98.35948586,2020-07-16 10:51:08.000,10085594,Asset-Well-13156110,47,1,Thief Hatch Open
749,LaHa,LaHa,31.99167149,-93.39839514,2020-07-16 12:27:29.000,10085668,Asset-Well-13366999,45,1,Thief Hatch Open
750,LaHa,LaHa,31.99198828,-93.37817757,2020-07-16 13:10:31.000,10085666,Asset-Well-13970743,45,1,Thief Hatch Open
753,Eagle Ford,Hawkville,28.42879062,-98.3884687,2020-07-16 15:23:22.000,10085378,Asset-Well-13591778,47,1,Thief Hatch Open
751,LaHa,LaHa,32.09031939,-93.40893403,2020-07-16 16:35:51.000,10085940,Asset-Well-11522614,45,1,Thief Hatch Open
754,LaHa,LaHa,32.40985629,-93.63833207,2020-07-17 14:14:18.000,10085756,Asset-Well-13344322,45,1,Thief Hatch Open
755,LaHa,LaHa,32.36720425,-93.5382321,2020-07-17 16:16:12.000,10085932,Asset-Well-13034788,45,1,Thief Hatch Open
756,LaHa,LaHa,32.37987151,-93.55221367,2020-07-18 08:54:29.000,10085757,Asset-Well-13107626,45,1,Thief Hatch Open
757,LaHa,LaHa,32.33744098,-93.44411377,2020-07-20 13:55:03.000,10085381,Asset-Well-13650518,45,1,Thief Hatch Open
758,LaHa,LaHa,32.42426329,-93.64468527,2020-07-21 08:39:46.000,10085727,Asset-Well-13153137,45,1,Thief Hatch Open
759,LaHa,LaHa,32.34402655,-93.51542702,2020-07-21 13:54:56.000,10085370,Asset-Well-14330428,45,1,Thief Hatch Open
760,Eagle Ford,Hawkville,28.36867715,-98.69515017,2020-07-22 10:33:47.000,10085978,Asset-Well-13576579,47,1,Thief Hatch Open
761,LaHa,LaHa,32.33695226,-93.51920833,2020-07-22 11:46:41.000,10085631,Asset-Well-12925298,45,1,Thief Hatch Open
762,LaHa,LaHa,32.29305749,-93.50864778,2020-07-22 15:07:38.000,10085439,Asset-Well-13396754,45,1,Thief Hatch Open
763,Eagle Ford,Hawkville,28.32810828,-98.79901205,2020-07-23 08:51:09.000,10094669,Asset-Well-14454213,47,1,Thief Hatch Open
764,Eagle Ford,Hawkville,28.24040546,-99.02126157,2020-07-23 17:43:07.000,10086038,Asset-Well-13576964,47,1,Thief Hatch Open
765,LaHa,LaHa,32.38022914,-93.37056499,2020-07-24 11:36:53.000,10086092,Asset-Well-13950662,45,1,Thief Hatch Open
766,LaHa,LaHa,32.3815371,-93.36158433,2020-07-24 11:57:40.000,10085458,Asset-Well-13948371,45,1,Thief Hatch Open
768,Eagle Ford,Hawkville,28.26277284,-99.07310567,2020-07-24 14:14:27.000,10086036,Asset-Well-13521769,47,1,Thief Hatch Open
769,Eagle Ford,Hawkville,28.25858825,-99.07379611,2020-07-24 14:19:39.000,10085647,Asset-Well-13202689,47,1,Thief Hatch Open
767,LaHa,LaHa,32.36733365,-93.28719685,2020-07-24 16:30:28.000,10085862,Asset-Well-12907776,45,1,Thief Hatch Open
770,LaHa,LaHa,32.36706424,-93.31496006,2020-07-25 10:43:08.000,10085441,Asset-Well-12925295,45,1,Thief Hatch Open
771,Eagle Ford,Hawkville,28.30409413,-98.92283669,2020-07-25 13:06:50.000,10085493,Asset-Well-13169826,47,1,Thief Hatch Open
772,Eagle Ford,Hawkville,28.36175931,-98.98919564,2020-07-27 10:56:53.000,10085388,Asset-Well-13750947,47,1,Thief Hatch Open
773,Eagle Ford,Hawkville,28.30383429,-98.98607808,2020-07-28 11:45:23.000,10086047,Asset-Well-13461889,47,1,Thief Hatch Open
774,Eagle Ford,Hawkville,28.30366906,-98.99798764,2020-07-28 12:03:15.000,10086053,Asset-Well-13111592,47,1,Thief Hatch Open
775,Eagle Ford,Hawkville,28.25845856,-99.13525101,2020-07-29 12:19:01.000,10085784,Asset-Well-13365880,47,1,Thief Hatch Open
776,Eagle Ford,Hawkville,28.26868802,-99.11007739,2020-07-29 13:26:52.000,10085783,Asset-Well-13803565,47,1,Thief Hatch Open
777,Eagle Ford,Hawkville,28.24690838,-99.11022005,2020-07-29 15:47:19.000,10085787,Asset-Well-13728134,47,1,Thief Hatch Open
778,EAST,SOHA,31.49550034,-94.46027432,2020-08-06 12:03:41.000,10107129,Asset-Well-14452960-000,48,1,Thief Hatch Open
779,EAST,SOHA,31.43449118,-94.41832626,2020-08-06 13:47:50.000,10084690,Asset-Well-14326646-000,48,1,Thief Hatch Open
780,EAST,SOHA,31.3705544,-94.49903296,2020-08-06 16:02:05.000,10057467,Asset-Well-13387002-000,48,1,Thief Hatch Open
782,Permian,Permian,31.77512921,-103.9397235,2020-08-06 16:41:12.000,10085546,Asset-Well-14145263,49,1,Thief Hatch Open
781,EAST,SOHA,31.38876947,-94.53738123,2020-08-06 17:04:37.000,10084623,Asset-Well-14374999-000,48,1,Thief Hatch Open
783,EAST,SOHA,31.40452898,-94.61968072,2020-08-07 09:57:48.000,10093961,Asset-Well-14402359-000,48,1,Thief Hatch Open
784,EAST,SOHA,31.4011046,-94.58893046,2020-08-07 11:52:54.000,10084411,Asset-Well-14376194-000,48,1,Thief Hatch Open
785,Permian,Permian,31.82517498,-104.0496066,2020-08-08 11:30:54.000,10085694,Asset-Well-14329230,49,1,Thief Hatch Open
786,Eagle Ford,Hawkville,28.36565445,-98.35945124,2020-08-15 11:00:50.000,10085594,Asset-Well-13156110,51,1,Thief Hatch Open
787,Eagle Ford,Hawkville,28.4387997,-98.37735733,2020-08-15 14:44:18.000,10085377,Asset-Well-13685302,51,1,Thief Hatch Open
788,Eagle Ford,Hawkville,28.36055005,-98.53362957,2020-08-17 15:28:29.000,10085765,Asset-Well-12954636,51,1,Thief Hatch Open
789,LaHa,LaHa,32.38298749,-93.73240647,2020-08-23 10:52:21.000,10085447,Asset-Well-13939735,50,1,Thief Hatch Open
790,LaHa,LaHa,32.35302488,-93.64321936,2020-08-23 14:53:11.000,10085560,Asset-Well-14354495,50,1,Thief Hatch Open
791,LaHa,LaHa,32.32674314,-93.62467351,2020-08-25 11:55:21.000,10086017,Asset-Well-14351284,50,1,Thief Hatch Open
792,LaHa,LaHa,32.29688158,-93.59552043,2020-08-25 14:53:33.000,10085793,Asset-Well-13032519,50,1,Thief Hatch Open
793,Eagle Ford,Hawkville,28.26272688,-99.07312131,2020-08-25 15:03:23.000,10086036,Asset-Well-13521769,51,1,Thief Hatch Open
794,Eagle Ford,Hawkville,28.25852421,-99.07392913,2020-08-25 15:38:29.000,10085647,Asset-Well-13202689,51,1,Thief Hatch Open
795,LaHa,LaHa,32.28216188,-93.64234794,2020-08-26 09:55:53.000,10085566,Asset-Well-13059518,50,1,Thief Hatch Open
796,LaHa,LaHa,32.29521593,-93.63576143,2020-08-26 11:43:44.000,10085618,Asset-Well-13038960,50,1,Thief Hatch Open
798,Eagle Ford,Hawkville,28.36175405,-98.98922222,2020-08-26 12:38:49.000,10085388,Asset-Well-13750947,51,1,Thief Hatch Open
797,LaHa,LaHa,32.28970428,-93.61871902,2020-08-26 13:46:27.000,10085791,Asset-Well-13707634,50,1,Thief Hatch Open
799,Eagle Ford,Hawkville,28.30363774,-98.99796174,2020-08-30 10:22:45.000,10086053,Asset-Well-13111592,51,1,Thief Hatch Open
805,Eagle Ford,Hawkville,28.25846062,-99.13523934,2020-08-31 09:21:14.000,10085784,Asset-Well-13365880,51,1,Thief Hatch Open
806,Eagle Ford,Hawkville,28.24686462,-99.11021067,2020-08-31 11:11:21.000,10085787,Asset-Well-13728134,51,1,Thief Hatch Open
800,LaHa,LaHa,32.22526627,-93.59718354,2020-08-31 11:14:15.000,10085746,Asset-Well-13439203,50,1,Thief Hatch Open
801,LaHa,LaHa,32.22339204,-93.59790586,2020-08-31 11:30:01.000,10085747,Asset-Well-13354334,50,1,Thief Hatch Open
802,LaHa,LaHa,32.29704581,-93.70417284,2020-08-31 15:32:43.000,10085639,Asset-Well-13727987,50,1,Thief Hatch Open
803,LaHa,LaHa,32.28284732,-93.68766902,2020-08-31 16:08:14.000,10086077,Asset-Well-12947669,50,1,Thief Hatch Open
804,LaHa,LaHa,32.23894556,-93.65864604,2020-08-31 16:38:53.000,10085800,Asset-Well-13842438,50,1,Thief Hatch Open
807,LaHa,LaHa,32.25200359,-93.63224247,2020-09-01 11:21:38.000,10085854,Asset-Well-13910955,50,1,Thief Hatch Open
808,LaHa,LaHa,32.22445916,-93.60693748,2020-09-01 14:10:57.000,10085849,Asset-Well-14017215,50,1,Thief Hatch Open
809,LaHa,LaHa,32.25191534,-93.50528081,2020-09-01 18:28:49.000,10085567,Asset-Well-13018622,50,1,Thief Hatch Open
810,LaHa,LaHa,32.1224161,-93.53363263,2020-09-03 09:26:16.000,10085706,Asset-Well-13331150,50,1,Thief Hatch Open
811,LaHa,LaHa,32.10793194,-93.50680508,2020-09-03 10:50:25.000,10085707,Asset-Well-13315182,50,1,Thief Hatch Open
812,LaHa,LaHa,32.10644199,-93.53328461,2020-09-03 11:56:34.000,10085709,Asset-Well-13308683,50,1,Thief Hatch Open
813,LaHa,LaHa,32.03500332,-93.41242567,2020-09-04 12:46:44.000,10085634,Asset-Well-10946577,50,1,Thief Hatch Open
814,LaHa,LaHa,32.02101726,-93.39696356,2020-09-04 14:27:19.000,10085635,Asset-Well-13428789,50,1,Thief Hatch Open
815,LaHa,LaHa,31.99163777,-93.39903929,2020-09-04 15:18:23.000,10085668,Asset-Well-13366999,50,1,Thief Hatch Open
816,LaHa,LaHa,32.07792461,-93.77233601,2020-09-05 15:58:38.000,10085951,Asset-Well-13369022,50,1,Thief Hatch Open
817,LaHa,LaHa,31.80219861,-93.72158152,2020-09-09 12:24:30.000,10085403,Asset-Well-10319089,50,1,Thief Hatch Open
818,LaHa,LaHa,31.90238464,-93.49962768,2020-09-11 11:00:41.000,10085750,Asset-Well-12907832,50,1,Thief Hatch Open
819,LaHa,LaHa,31.97691363,-93.48893532,2020-09-11 13:05:52.000,10085736,Asset-Well-13293876,50,1,Thief Hatch Open
820,LaHa,LaHa,32.09032964,-93.40885828,2020-09-11 16:14:32.000,10085940,Asset-Well-11522614,50,1,Thief Hatch Open
821,LaHa,LaHa,32.40988687,-93.63833274,2020-09-12 09:58:38.000,10085756,Asset-Well-13344322,50,1,Thief Hatch Open
824,Permian,Permian,31.89894655,-103.896988,2020-09-14 08:05:48.000,10086087,Asset-Well-14133860,52,1,Thief Hatch Open
822,LaHa,LaHa,32.37987603,-93.55218546,2020-09-14 09:23:41.000,10085757,Asset-Well-13107626,50,1,Thief Hatch Open
823,LaHa,LaHa,32.37972898,-93.50497333,2020-09-14 14:33:05.000,10085923,Asset-Well-13239020,50,1,Thief Hatch Open
825,Permian,Permian,31.95887206,-103.9224163,2020-09-14 14:51:55.000,10085615,Asset-Well-14155279,52,1,Thief Hatch Open
826,LaHa,LaHa,32.36720541,-93.53824906,2020-09-15 09:57:11.000,10085932,Asset-Well-13034788,50,1,Thief Hatch Open
827,LaHa,LaHa,32.34402169,-93.51546996,2020-09-15 11:09:29.000,10085370,Asset-Well-14330428,50,1,Thief Hatch Open
828,LaHa,LaHa,32.33694317,-93.51918294,2020-09-15 11:30:39.000,10085631,Asset-Well-12925298,50,1,Thief Hatch Open
829,LaHa,LaHa,32.32453784,-93.48814544,2020-09-15 12:54:51.000,10085860,Asset-Well-13272396,50,1,Thief Hatch Open
830,LaHa,LaHa,32.4239159,-93.57927075,2020-09-17 09:32:47.000,10085399,Asset-Well-12646483,50,1,Thief Hatch Open
831,LaHa,LaHa,32.36610527,-93.43238221,2020-09-17 13:14:05.000,10085931,Asset-Well-13932805,50,1,Thief Hatch Open
832,LaHa,LaHa,32.33734791,-93.44411556,2020-09-17 14:27:15.000,10085381,Asset-Well-13650518,50,1,Thief Hatch Open
833,LaHa,LaHa,32.29311577,-93.50866551,2020-09-17 16:27:04.000,10085439,Asset-Well-13396754,50,1,Thief Hatch Open
834,LaHa,LaHa,32.24982882,-93.43852835,2020-09-19 11:31:09.000,10086045,Asset-Well-13920149,50,1,Thief Hatch Open
835,LaHa,LaHa,32.29271907,-93.41268123,2020-09-20 09:51:08.000,10085990,Asset-Well-12942031,50,1,Thief Hatch Open
836,LaHa,LaHa,32.38017494,-93.37061531,2020-09-20 11:04:52.000,10086092,Asset-Well-13950662,50,1,Thief Hatch Open
837,LaHa,LaHa,32.38154012,-93.36161878,2020-09-20 11:27:23.000,10085458,Asset-Well-13948371,50,1,Thief Hatch Open
838,LaHa,LaHa,32.36681804,-93.36315144,2020-09-20 11:52:37.000,10085863,Asset-Well-13126852,50,1,Thief Hatch Open
839,LaHa,LaHa,32.36704018,-93.31496214,2020-09-24 11:46:29.000,10085441,Asset-Well-12925295,50,1,Thief Hatch Open
841,Eagle Ford,Karnes,29.03343939,-97.82107616,2020-09-24 12:20:54.000,10085365,Asset-Well-13512821,53,1,Thief Hatch Open
840,LaHa,LaHa,32.36734411,-93.28717332,2020-09-24 12:46:44.000,10085862,Asset-Well-12907776,50,1,Thief Hatch Open
842,Eagle Ford,Hawkville,28.40751629,-98.44616713,2020-09-26 12:33:36.000,10085363,Asset-Well-13711944,53,1,Thief Hatch Open
843,Eagle Ford,Hawkville,28.25845767,-99.13519107,2020-09-30 09:32:09.000,10085784,Asset-Well-13365880,53,1,Thief Hatch Open
844,Eagle Ford,Hawkville,28.36167554,-98.98922137,2020-10-03 08:40:34.000,10085388,Asset-Well-13750947,53,1,Thief Hatch Open
846,EAST,SOHA,31.40118529,-94.58862236,2020-10-03 16:12:33.000,10084411,Asset-Well-14376194-000,54,1,Thief Hatch Open
845,EAST,SOHA,31.40066375,-94.56887137,2020-10-04 17:21:40.000,10107132,Asset-Well-14404359-000,54,1,Thief Hatch Open
847,Eagle Ford,Hawkville,28.29265475,-98.9560969,2020-10-06 09:35:31.000,10085392,Asset-Well-13466314,53,1,Thief Hatch Open
848,Eagle Ford,Hawkville,28.36060372,-98.53443806,2020-10-09 13:07:14.000,10085765,Asset-Well-12954636,53,1,Thief Hatch Open
849,EAST,SOHA,31.35726702,-94.43318381,2020-10-12 14:30:50.000,10084521,Asset-Well-13071342-000,54,1,Thief Hatch Open
850,LaHa,LaHa,32.45875255,-93.9534083,2020-10-16 14:06:28.000,10085593,Asset-Well-13894736,57,1,Thief Hatch Open
851,LaHa,LaHa,32.38155978,-93.36160178,2020-10-22 16:27:29.000,10085458,Asset-Well-13948371,57,1,Thief Hatch Open
852,LaHa,LaHa,32.38020998,-93.37053777,2020-10-22 17:25:36.000,10086092,Asset-Well-13950662,57,1,Thief Hatch Open
853,LaHa,LaHa,32.36682955,-93.3631363,2020-10-22 18:15:19.000,10085863,Asset-Well-13126852,57,1,Thief Hatch Open
858,LaHa,LaHa,32.35368581,-93.63557831,2020-10-24 11:38:35.000,10085561,Asset-Well-14354492,57,1,Thief Hatch Open
854,LaHa,LaHa,32.29690658,-93.59546308,2020-10-25 09:24:33.000,10085793,Asset-Well-13032519,57,1,Thief Hatch Open
855,LaHa,LaHa,32.28976453,-93.61871906,2020-10-25 12:09:01.000,10085791,Asset-Well-13707634,57,1,Thief Hatch Open
856,LaHa,LaHa,32.29552537,-93.65481633,2020-10-25 14:23:38.000,10085891,Asset-Well-12923470,57,1,Thief Hatch Open
857,LaHa,LaHa,32.38299186,-93.73251537,2020-10-26 10:41:13.000,10085447,Asset-Well-13939735,57,1,Thief Hatch Open
859,LaHa,LaHa,32.39467966,-93.32597475,2020-10-29 07:36:32.000,10085720,Asset-Well-13528113,57,1,Thief Hatch Open
860,LaHa,LaHa,32.38032275,-93.29777914,2020-10-29 09:14:14.000,10085820,Asset-Well-13961165,57,1,Thief Hatch Open
861,LaHa,LaHa,32.40941572,-93.27470956,2020-10-29 10:54:27.000,10086006,Asset-Well-12942032,57,1,Thief Hatch Open
862,LaHa,LaHa,32.36734171,-93.28710089,2020-10-29 11:34:58.000,10085862,Asset-Well-12907776,57,1,Thief Hatch Open
863,LaHa,LaHa,32.23535272,-93.41844311,2020-10-29 14:20:32.000,10085739,Asset-Well-13920173,57,1,Thief Hatch Open
864,LaHa,LaHa,32.24979409,-93.43849608,2020-10-29 15:48:04.000,10086045,Asset-Well-13920149,57,1,Thief Hatch Open
865,LaHa,LaHa,32.22446433,-93.60695593,2020-10-30 14:11:02.000,10085849,Asset-Well-14017215,57,1,Thief Hatch Open
866,LaHa,LaHa,32.25203237,-93.6322008,2020-10-30 16:58:28.000,10085854,Asset-Well-13910955,57,1,Thief Hatch Open
867,LaHa,LaHa,32.2828141,-93.68779065,2020-10-30 18:08:06.000,10086077,Asset-Well-12947669,57,1,Thief Hatch Open
869,LaHa,LaHa,32.26827351,-93.8166107,2020-10-31 10:25:15.000,10085692,Asset-Well-13302302,57,1,Thief Hatch Open
868,Permian,Permian,31.8041781,-103.9351056,2020-10-31 12:43:04.000,10085529,Asset-Well-14208038,56,1,Thief Hatch Open
870,LaHa,LaHa,32.39464581,-93.48368458,2020-11-10 13:31:34.000,10085572,Asset-Well-13211089,57,1,Thief Hatch Open
871,LaHa,LaHa,32.39430429,-93.5079559,2020-11-10 16:33:53.000,10085857,Asset-Well-13196603,57,1,Thief Hatch Open
872,LaHa,LaHa,32.39438825,-93.51456751,2020-11-11 11:42:02.000,10085649,Asset-Well-12909321,57,1,Thief Hatch Open
873,LaHa,LaHa,32.37978323,-93.51139403,2020-11-11 12:40:47.000,10085606,Asset-Well-14065282,57,1,Thief Hatch Open
874,LaHa,LaHa,32.37981555,-93.5050134,2020-11-11 14:56:45.000,10085923,Asset-Well-13239020,57,1,Thief Hatch Open
875,LaHa,LaHa,32.36599351,-93.4323838,2020-11-13 12:02:55.000,10085931,Asset-Well-13932805,57,1,Thief Hatch Open
876,LaHa,LaHa,32.33716104,-93.44472106,2020-11-13 14:58:35.000,10085381,Asset-Well-13650518,57,1,Thief Hatch Open
877,LaHa,LaHa,32.34403605,-93.51547246,2020-11-15 16:23:03.000,10085370,Asset-Well-14330428,57,1,Thief Hatch Open
878,LaHa,LaHa,32.33690977,-93.51919712,2020-11-15 17:06:49.000,10085631,Asset-Well-12925298,57,1,Thief Hatch Open
879,LaHa,LaHa,32.36622807,-93.58811559,2020-11-16 07:59:00.000,10086022,Asset-Well-13447154,57,1,Thief Hatch Open
880,LaHa,LaHa,32.36725699,-93.53821552,2020-11-16 11:01:18.000,10085932,Asset-Well-13034788,57,1,Thief Hatch Open
881,LaHa,LaHa,32.37994657,-93.55216444,2020-11-16 13:00:32.000,10085757,Asset-Well-13107626,57,1,Thief Hatch Open
882,Eagle Ford,Hawkville,28.36169625,-98.98919986,2020-11-19 09:05:51.000,10085388,Asset-Well-13750947,55,1,Thief Hatch Open
883,LaHa,LaHa,32.29712338,-93.7239565,2020-11-25 07:14:08.000,10085646,Asset-Well-13685754,57,1,Thief Hatch Open
884,LaHa,LaHa,32.22342034,-93.59799487,2020-11-25 16:20:46.000,10085747,Asset-Well-13354334,57,1,Thief Hatch Open
885,LaHa,LaHa,32.25133329,-93.50459534,2020-11-26 07:30:53.000,10085567,Asset-Well-13018622,57,1,Thief Hatch Open
886,LaHa,LaHa,32.20941701,-93.50990165,2020-11-26 11:43:03.000,10085588,Asset-Well-13737004,57,1,Thief Hatch Open
887,LaHa,LaHa,32.3389766,-93.53991191,2020-11-28 11:13:36.000,10085928,Asset-Well-13196611,57,1,Thief Hatch Open
888,LaHa,LaHa,32.32444195,-93.48818806,2020-11-28 15:50:37.000,10085860,Asset-Well-13272396,57,1,Thief Hatch Open
889,Eagle Ford,Hawkville,28.36875608,-98.69504559,2020-12-02 12:51:51.000,10085978,Asset-Well-13576579,55,1,Thief Hatch Open
